ID,KIDSDRIV,BIRTH,AGE,HOMEKIDS,YOJ,INCOME,PARENT1,HOME_VAL,MSTATUS,GENDER,EDUCATION,OCCUPATION,TRAVTIME,CAR_USE,BLUEBOOK,TIF,CAR_TYPE,RED_CAR,REVOKED,MVR_PTS,CLM_AMT,CAR_AGE,URBANICITY,CLM_COUNT,EXPOSURE
595400901,0,17-Aug-53,46,0,11,16000,No,129000,No,F,High School,Home Maker,22,Private,7740,6,Sports Car,no,No,0,0,9,Highly Rural/ Rural,0,1
616164342,0,13-Feb-43,56,0,12,98000,No,325000,Yes,F,Masters,Lawyer,38,Private,22450,3,Pickup,no,No,0,0,,Highly Urban/ Urban,0,1
235509680,0,8-Jul-60,39,0,13,36000,No,168000,Yes,M,Bachelors,Manager,23,Private,9780,4,Pickup,yes,No,0,0,1,Highly Urban/ Urban,0,0.54
865506592,0,6-Apr-58,41,2,12,2000,No,98000,Yes,F,Below High School,Home Maker,69,Private,5800,1,Sports Car,no,No,4,0,3,Highly Urban/ Urban,0,1
881032817,0,25-Dec-52,46,0,11,27000,No,130000,Yes,F,High School,Clerical,32,Private,21620,1,Minivan,no,No,1,0,1,Highly Rural/ Rural,0,1
592505103,0,13-Mar-52,47,0,14,3000,No,92000,Yes,F,Bachelors,Home Maker,65,Private,6500,1,SUV,no,No,2,0,16,Highly Rural/ Rural,0,1
630595251,0,30-May-56,43,0,13,68000,No,200000,Yes,F,Masters,Manager,22,Private,8290,1,SUV,no,No,0,6570,8,Highly Urban/ Urban,6,1
996435699,2,18-Nov-42,57,2,9,10000,Yes,147000,No,F,High School,Home Maker,21,Private,7200,1,SUV,no,No,0,3294,,Highly Urban/ Urban,6,1
468319207,0,24-Feb-53,46,0,13,,No,250000,Yes,F,Masters,Manager,36,Private,18930,4,SUV,no,No,1,0,1,Highly Urban/ Urban,0,1
46413377,0,29-Jan-51,48,0,11,83000,No,,No,F,Masters,Manager,39,Commercial,23510,1,Pickup,no,No,0,0,16,Highly Urban/ Urban,0,0.654
447647373,0,14-Nov-65,34,1,0,0,No,,Yes,F,High School,Student,36,Commercial,22160,6,SUV,no,No,0,14386,8,Highly Urban/ Urban,2,0.042
435674598,0,6-Dec-50,48,0,13,41000,No,180000,Yes,F,Bachelors,Clerical,40,Private,3200,3,SUV,no,No,0,0,10,Highly Rural/ Rural,0,1
597270705,0,6-Nov-38,61,2,16,119000,Yes,,No,F,Masters,Lawyer,50,Private,31240,14,Sports Car,no,No,1,0,18,Highly Urban/ Urban,0,0.909
158892686,0,4-Oct-60,39,0,11,94000,No,268000,Yes,M,Bachelors,Blue Collar,34,Commercial,17820,1,Minivan,yes,No,6,0,13,Highly Urban/ Urban,0,1
94821089,0,20-Jan-49,50,0,14,27000,No,164000,Yes,M,Masters,Unknown,36,Commercial,10300,15,Pickup,no,No,1,0,18,Highly Urban/ Urban,0,1
922705662,0,26-Nov-46,52,0,12,91000,No,295000,Yes,M,Doctors,Manager,9,Commercial,10110,10,Pickup,no,No,0,0,4,Highly Urban/ Urban,0,0.696
293279293,0,1-Dec-59,39,0,12,,No,233000,Yes,F,Doctors,Manager,6,Private,9800,7,SUV,no,No,0,0,10,Highly Urban/ Urban,0,1
671423077,0,12-Jun-51,48,0,13,31000,No,144000,Yes,M,Masters,Lawyer,22,Private,7500,1,Pickup,no,No,0,0,,Highly Urban/ Urban,0,1
275306071,0,20-Apr-66,33,3,8,32000,Yes,,No,F,High School,Clerical,43,Private,9620,1,SUV,no,No,0,0,1,Highly Rural/ Rural,0,1
413358029,0,18-Oct-53,46,0,0,0,No,,Yes,M,Below High School,Student,5,Private,6000,1,Pickup,no,No,1,0,1,Highly Urban/ Urban,0,1
427739476,0,7-Sep-55,44,0,5,51000,No,178000,Yes,F,Bachelors,Professional,52,Private,14870,7,SUV,no,No,2,3040,9,Highly Urban/ Urban,3,1
624637727,0,17-Nov-40,58,0,14,20000,No,,No,F,Bachelors,Home Maker,52,Private,17850,1,Minivan,no,No,0,0,8,Highly Rural/ Rural,0,1
787877274,0,17-Jan-72,27,3,12,19000,Yes,121000,No,F,Below High School,Home Maker,45,Private,3680,7,SUV,no,No,1,0,6,Highly Urban/ Urban,0,1
993108634,0,14-May-58,41,3,0,0,No,,Yes,F,Below High School,Student,34,Private,5600,4,SUV,no,No,7,0,1,Highly Urban/ Urban,0,1
371471737,0,4-Nov-50,49,0,8,48000,No,160000,Yes,M,Bachelors,Professional,41,Private,13410,4,Minivan,yes,No,4,0,14,Highly Urban/ Urban,0,1
15476094,0,22-Oct-50,49,0,5,38000,No,,No,F,Masters,Lawyer,28,Private,6650,6,SUV,no,No,0,0,16,Highly Urban/ Urban,0,1
270525647,0,15-Feb-45,54,0,12,84000,No,,No,M,Masters,Lawyer,31,Private,20820,11,Minivan,yes,No,4,0,16,Highly Urban/ Urban,0,1
508323381,0,17-Jan-58,41,1,12,47000,Yes,,No,F,Bachelors,Professional,51,Commercial,23560,1,Pickup,no,No,0,6295,1,Highly Urban/ Urban,5,1
211644243,2,10-May-61,38,2,0,0,Yes,,No,F,Bachelors,Student,13,Private,5300,1,SUV,no,No,3,0,13,Highly Rural/ Rural,0,1
597271892,0,3-Jun-53,46,0,12,7000,No,145000,Yes,F,High School,Home Maker,48,Private,24930,1,Pickup,no,Yes,6,14604,1,Highly Urban/ Urban,1,1
200656328,0,6-Oct-62,37,0,5,27000,No,,No,F,High School,Clerical,71,Private,4620,7,Sports Car,no,No,7,0,8,Highly Rural/ Rural,0,1
897476712,0,27-Apr-53,46,0,8,66000,No,218000,Yes,F,High School,Blue Collar,44,Commercial,25850,1,Minivan,no,No,2,0,5,Highly Rural/ Rural,0,1
928838743,0,7-May-62,37,0,11,28000,No,,No,M,Below High School,Blue Collar,38,Commercial,22610,10,Panel Truck,no,No,10,2932,1,Highly Urban/ Urban,2,0.936
456676042,0,31-Jul-54,45,2,,77000,Yes,,No,F,Bachelors,Professional,30,Private,16540,10,SUV,no,No,7,0,7,Highly Urban/ Urban,0,1
450364865,0,7-Jan-59,40,0,10,134000,No,328000,Yes,M,Doctors,Lawyer,40,Private,16030,6,Minivan,no,No,1,0,1,Highly Urban/ Urban,0,0.504
179238802,0,8-Jun-65,34,0,0,0,No,122000,No,F,Bachelors,Home Maker,66,Private,6010,6,SUV,no,No,2,2974,9,Highly Urban/ Urban,3,0.762
567216017,0,4-Feb-48,51,0,7,14000,No,,No,M,Below High School,Clerical,30,Commercial,8150,13,Pickup,no,No,0,0,1,Highly Rural/ Rural,0,1
374507309,0,25-Jul-53,46,0,8,36000,No,,No,M,Masters,Professional,58,Commercial,5100,1,Pickup,no,Yes,0,3531,12,Highly Urban/ Urban,4,1
127255429,0,30-Mar-75,24,1,10,5000,No,,Yes,M,High School,Student,23,Commercial,24630,7,Panel Truck,yes,Yes,11,3373,5,Highly Urban/ Urban,4,1
168443977,1,7-Aug-58,41,2,13,44000,No,122000,Yes,M,Bachelors,Clerical,20,Private,14390,1,Minivan,yes,No,0,0,13,Highly Urban/ Urban,0,0.366
876687669,0,18-Jul-55,44,0,12,152000,No,410000,No,F,Doctors,Doctor,25,Private,25770,4,SUV,no,No,2,0,6,Highly Urban/ Urban,0,1
865589938,0,19-May-59,40,3,18,19000,No,123000,Yes,M,Below High School,Clerical,32,Private,1500,4,Minivan,yes,No,2,0,6,Highly Urban/ Urban,0,1
617024306,0,19-May-64,35,3,8,,No,96000,Yes,M,Below High School,Student,53,Commercial,24050,6,Panel Truck,yes,No,0,4759,1,Highly Urban/ Urban,1,0.555
790442875,0,21-Jun-36,63,0,9,88000,No,289000,Yes,M,Masters,Professional,37,Commercial,25540,6,Pickup,yes,No,0,0,14,Highly Urban/ Urban,0,1
482259429,0,15-Jul-36,63,0,0,0,No,111000,Yes,F,Doctors,Home Maker,33,Private,7800,6,Sports Car,no,No,1,3604,15,Highly Urban/ Urban,3,1
952827285,1,28-Apr-57,42,2,15,31000,No,154000,Yes,M,High School,Home Maker,33,Commercial,8790,17,Pickup,yes,No,5,0,1,Highly Urban/ Urban,0,1
738770352,0,10-Nov-50,49,0,11,99000,No,,No,M,Masters,Lawyer,56,Private,16350,3,Van,no,No,11,4496,16,Highly Urban/ Urban,1,1
48190781,0,24-Sep-49,50,0,12,15000,No,118000,Yes,F,High School,Home Maker,75,Private,17360,1,Minivan,no,No,2,0,1,Highly Rural/ Rural,0,0.516
44064891,0,19-Apr-58,41,0,0,0,No,,No,F,High School,Student,13,Commercial,5600,8,SUV,no,No,0,8193,,Highly Urban/ Urban,2,0.549
665870167,0,15-Oct-38,61,0,6,47000,No,179000,No,F,Masters,Lawyer,19,Private,23880,10,SUV,no,No,4,0,16,Highly Urban/ Urban,0,1
636806633,1,19-Nov-58,40,4,16,139000,Yes,,No,M,Bachelors,Manager,20,Private,19370,10,Van,no,No,7,0,14,Highly Urban/ Urban,0,1
66404868,0,23-Dec-46,52,0,6,22000,No,,No,F,Below High School,Clerical,56,Private,8880,3,SUV,no,No,1,0,5,Highly Rural/ Rural,0,1
233246336,0,7-Feb-46,53,0,14,66000,No,218000,Yes,M,Bachelors,Manager,36,Commercial,32400,1,Panel Truck,yes,No,0,0,9,Highly Urban/ Urban,0,1
113599880,0,12-Jan-64,35,0,8,18000,No,103000,Yes,F,Below High School,Clerical,58,Private,6760,6,Sports Car,no,No,0,0,,Highly Rural/ Rural,0,1
999018658,0,27-Nov-74,24,3,,10000,Yes,,No,M,Masters,Unknown,25,Private,13070,3,Minivan,yes,Yes,3,1631,14,Highly Urban/ Urban,2,1
508727800,0,19-Apr-66,33,0,10,35000,No,183000,No,F,High School,Blue Collar,22,Private,6380,3,Sports Car,no,No,0,3269,10,Highly Urban/ Urban,6,0.45
797568231,0,16-Apr-49,50,0,14,81000,No,,Yes,M,Bachelors,Blue Collar,44,Commercial,15600,1,Minivan,yes,No,6,0,7,Highly Urban/ Urban,0,1
672743807,0,17-Mar-51,48,0,10,58000,No,,No,F,High School,Professional,30,Private,10420,1,SUV,no,No,2,0,4,Highly Urban/ Urban,0,1
607254373,0,10-Jun-66,33,1,15,73000,No,287000,Yes,F,Bachelors,Manager,28,Private,12070,7,Minivan,no,No,1,0,10,Highly Urban/ Urban,0,1
798858669,0,19-Oct-61,38,0,10,60000,No,,No,M,Bachelors,Blue Collar,51,Commercial,11260,4,Pickup,yes,No,0,4566,10,Highly Urban/ Urban,4,1
196199984,0,8-Jan-70,29,1,11,72000,Yes,,No,M,Bachelors,Professional,16,Commercial,25450,3,Panel Truck,yes,Yes,0,5257,,Highly Urban/ Urban,2,1
159707233,0,9-Dec-51,47,0,,134000,No,,No,F,Masters,Lawyer,32,Private,2840,4,Sports Car,no,No,0,0,7,Highly Urban/ Urban,0,1
226973374,0,27-Jul-54,45,0,0,0,No,108000,Yes,F,High School,Home Maker,50,Private,12140,1,SUV,no,No,0,2956,1,Highly Urban/ Urban,2,0.111
40149003,0,21-Mar-61,38,0,14,68000,No,,No,M,Bachelors,Professional,50,Private,8010,6,Minivan,yes,No,5,0,15,Highly Urban/ Urban,0,1
14819296,0,3-Aug-69,30,0,10,75000,No,,No,M,Bachelors,Manager,38,Private,11970,13,Pickup,no,No,4,0,10,Highly Urban/ Urban,0,1
198945342,0,19-Dec-56,42,0,11,15000,No,106000,Yes,M,Bachelors,Professional,36,Commercial,7180,16,Pickup,yes,No,3,0,13,Highly Rural/ Rural,0,1
624453887,0,8-May-35,64,0,5,47000,No,180000,No,F,Masters,Lawyer,27,Private,12560,4,Sports Car,no,No,3,2432,1,Highly Urban/ Urban,3,1
428065177,1,2-Jul-55,44,3,12,180000,No,449000,Yes,M,Doctors,Unknown,27,Commercial,29390,1,Panel Truck,no,No,0,0,20,Highly Urban/ Urban,0,0.966
924174978,1,27-Nov-53,45,1,11,79000,Yes,255000,No,F,Bachelors,Blue Collar,23,Commercial,1500,4,Sports Car,no,No,5,0,6,Highly Urban/ Urban,0,1
596152711,0,21-Feb-47,52,0,13,82000,No,,No,F,Masters,Lawyer,27,Private,13000,4,Sports Car,no,No,0,0,12,Highly Urban/ Urban,0,1
174152382,0,20-Nov-55,43,0,0,0,No,77000,No,F,Below High School,Home Maker,45,Private,5800,7,SUV,no,No,0,5899,1,Highly Rural/ Rural,1,1
508595429,3,20-Mar-56,43,4,13,43000,Yes,,No,F,Below High School,Clerical,22,Private,10060,6,SUV,no,Yes,2,2392,7,Highly Urban/ Urban,3,0.243
590499274,0,23-Apr-51,48,0,11,107000,No,248000,Yes,M,Bachelors,Professional,29,Private,16970,8,Van,no,No,0,3127,9,Highly Urban/ Urban,4,0.657
317051751,0,13-Sep-54,45,0,13,227000,No,,No,M,Doctors,Unknown,23,Commercial,28670,1,Panel Truck,no,No,0,0,,Highly Urban/ Urban,0,1
841523410,0,15-Mar-66,33,1,11,46000,No,189000,Yes,M,High School,Blue Collar,16,Commercial,11040,1,Minivan,no,No,0,0,6,Highly Rural/ Rural,0,0.399
78490994,0,14-May-45,54,0,12,133000,No,342000,Yes,M,Doctors,Unknown,30,Commercial,36030,1,Panel Truck,yes,No,1,0,20,Highly Urban/ Urban,0,1
317159574,0,9-May-45,54,0,0,0,No,,Yes,F,High School,Student,29,Private,1500,4,Sports Car,no,No,0,0,1,Highly Rural/ Rural,0,1
136283722,0,1-Oct-73,26,0,0,0,No,52000,No,F,Below High School,Home Maker,22,Private,1500,4,SUV,no,No,0,0,1,Highly Rural/ Rural,0,1
88757083,0,21-Jun-49,50,0,13,43000,No,192000,Yes,M,Masters,Lawyer,14,Private,16200,10,Minivan,no,Yes,4,0,17,Highly Urban/ Urban,0,1
703987110,0,10-Apr-63,36,0,11,25000,No,172000,Yes,M,High School,Clerical,51,Private,13120,1,Minivan,no,No,1,0,8,Highly Urban/ Urban,0,0.783
686048949,0,20-Mar-61,38,0,13,92000,No,,No,F,Bachelors,Professional,61,Private,22780,4,Sports Car,no,No,0,0,1,Highly Rural/ Rural,0,1
944239689,0,6-Apr-61,38,0,0,0,No,,No,M,Bachelors,Home Maker,75,Commercial,6570,4,Pickup,no,No,0,868,1,Highly Urban/ Urban,3,0.15
628205475,0,18-Dec-68,30,1,10,,Yes,,No,M,High School,Clerical,43,Commercial,21230,7,Van,yes,No,0,0,1,Highly Urban/ Urban,0,0.522
964114982,0,26-Dec-53,45,0,13,87000,No,,No,F,Bachelors,Blue Collar,57,Commercial,18750,6,SUV,no,No,1,0,7,Highly Rural/ Rural,0,1
582692958,0,13-Sep-63,36,0,8,79000,No,194000,No,M,Masters,Lawyer,60,Private,12990,13,Minivan,no,Yes,5,0,9,Highly Urban/ Urban,0,1
788026625,0,11-May-44,55,0,13,114000,No,354000,No,F,Bachelors,Blue Collar,33,Commercial,40750,1,Van,no,No,0,0,10,Highly Urban/ Urban,0,1
213154381,0,23-Oct-68,31,1,7,4000,No,,Yes,M,High School,Student,26,Commercial,4960,7,Pickup,yes,Yes,0,2136,8,Highly Urban/ Urban,3,1
774563716,0,15-Mar-60,39,0,12,39000,No,185000,Yes,M,High School,Professional,16,Private,1500,7,Minivan,yes,No,0,0,,Highly Urban/ Urban,0,1
632697738,0,13-May-57,42,3,14,182000,No,401000,Yes,F,Doctors,Professional,32,Private,40630,10,Van,no,No,0,0,16,Highly Urban/ Urban,0,1
439859949,2,5-Jun-59,40,2,14,58000,No,244000,Yes,F,Bachelors,Clerical,31,Private,15150,14,SUV,no,No,0,663,1,Highly Urban/ Urban,4,1
29254463,0,1-Sep-50,49,0,8,1000,No,117000,Yes,F,Below High School,Home Maker,35,Private,6400,4,Sports Car,no,No,0,0,1,Highly Urban/ Urban,0,1
41438222,0,11-Aug-51,48,0,13,157000,No,432000,Yes,F,Doctors,Manager,41,Private,21990,7,Minivan,no,No,0,0,14,Highly Urban/ Urban,0,1
689874543,0,25-Dec-51,47,0,10,52000,No,,No,M,Below High School,Blue Collar,5,Commercial,20110,1,Van,no,Yes,0,3361,1,Highly Urban/ Urban,3,0.399
718690115,0,4-Oct-39,60,0,0,0,No,,Yes,F,High School,Home Maker,32,Private,7500,4,Sports Car,no,No,2,0,1,Highly Rural/ Rural,0,1
852897315,0,17-Apr-67,32,0,0,0,No,,No,F,Masters,Home Maker,49,Private,12790,13,Minivan,no,No,9,2885,18,Highly Urban/ Urban,2,0.924
657357664,0,27-Dec-47,51,0,12,50000,No,,Yes,M,High School,Blue Collar,37,Commercial,10790,1,Pickup,no,No,0,0,1,Highly Urban/ Urban,0,1
105813423,1,2-Sep-57,42,3,5,21000,Yes,,No,M,High School,Clerical,37,Private,20630,4,Van,yes,No,1,14755,8,Highly Rural/ Rural,3,1
619469055,0,14-Mar-67,32,2,10,27000,Yes,137000,No,M,Below High School,Blue Collar,10,Private,4210,1,Minivan,no,No,5,1026,5,Highly Urban/ Urban,3,1
36771943,0,24-Nov-52,46,0,10,59000,No,248000,No,M,Bachelors,Blue Collar,32,Commercial,12010,7,Pickup,yes,No,3,0,6,Highly Rural/ Rural,0,1
620188850,0,21-Jan-52,47,0,7,115000,No,313000,Yes,F,Masters,Manager,36,Private,17700,1,SUV,no,No,0,0,16,Highly Urban/ Urban,0,0.624
761295422,0,10-Jan-47,52,0,0,0,No,135000,No,F,High School,Home Maker,48,Private,17620,1,SUV,no,Yes,0,0,8,Highly Urban/ Urban,0,1
281097608,0,7-Jul-49,50,0,7,64000,No,,No,F,Bachelors,Manager,21,Private,7870,6,SUV,no,No,2,0,7,Highly Urban/ Urban,0,1
771190621,0,6-Oct-54,45,0,13,103000,No,,No,F,Masters,Lawyer,38,Private,11810,1,SUV,no,No,1,3427,21,Highly Urban/ Urban,7,1
331783226,0,15-Jul-43,56,0,11,134000,No,353000,Yes,M,Bachelors,Professional,45,Private,37200,1,Minivan,yes,No,1,0,10,Highly Urban/ Urban,0,1
279799481,0,21-Feb-60,39,0,14,93000,No,245000,Yes,M,Bachelors,Professional,29,Commercial,24480,14,Panel Truck,yes,No,1,0,1,Highly Rural/ Rural,0,0.078
445227197,0,20-Dec-61,37,0,8,72000,No,230000,Yes,M,Masters,Unknown,32,Commercial,23670,6,Panel Truck,yes,No,0,0,17,Highly Urban/ Urban,0,0.771
777634285,0,14-Jul-45,54,0,11,43000,No,121000,Yes,F,High School,Blue Collar,27,Commercial,29370,6,Pickup,no,No,0,0,10,Highly Rural/ Rural,0,1
712957573,0,3-Mar-43,56,0,10,31000,No,143000,Yes,M,Masters,Manager,19,Private,12560,7,Minivan,no,No,3,0,9,Highly Urban/ Urban,0,1
417704290,0,17-Jul-58,41,0,,74000,No,,No,M,Bachelors,Professional,43,Private,16360,1,Van,yes,No,1,0,10,Highly Urban/ Urban,0,1
238903525,0,23-Jan-54,45,0,10,26000,No,,Yes,M,High School,Clerical,41,Private,13990,7,Minivan,no,No,1,0,5,Highly Urban/ Urban,0,1
603345976,0,25-Mar-45,54,0,14,39000,No,155000,Yes,M,Bachelors,Professional,30,Commercial,26150,7,Panel Truck,no,No,1,0,9,Highly Urban/ Urban,0,1
46413377,0,29-Jan-50,49,0,11,124000,No,,No,F,Masters,Manager,42,Private,21930,10,SUV,no,No,3,0,19,Highly Urban/ Urban,0,1
462700011,0,9-Mar-55,44,0,13,62000,No,203000,Yes,F,High School,Manager,9,Private,8620,9,SUV,no,No,2,0,1,Highly Urban/ Urban,0,1
164734443,0,23-Jun-62,37,0,14,62000,No,204000,Yes,F,Bachelors,Clerical,47,Private,17240,4,SUV,no,Yes,1,0,7,Highly Urban/ Urban,0,1
8467576,2,1-Dec-59,39,2,,22000,No,168000,Yes,M,Below High School,Blue Collar,34,Commercial,15110,1,Minivan,no,No,0,5206,5,Highly Urban/ Urban,2,1
721468372,0,6-Feb-61,38,0,13,28000,No,182000,Yes,F,Bachelors,Home Maker,36,Private,8120,1,SUV,no,No,0,0,1,Highly Rural/ Rural,0,1
587383476,0,16-Jul-60,39,0,6,,No,,No,M,Below High School,Blue Collar,44,Private,12720,1,Minivan,no,No,4,18960,1,Highly Urban/ Urban,2,1
233385530,0,27-Dec-59,39,0,9,62000,No,219000,No,F,High School,Manager,29,Private,13640,14,Minivan,no,No,2,0,1,Highly Urban/ Urban,0,1
720188280,1,15-Jun-39,60,1,14,54000,No,230000,Yes,M,High School,Blue Collar,33,Commercial,10980,10,Pickup,no,No,1,0,1,Highly Rural/ Rural,0,0.933
247789168,0,12-Oct-55,44,0,13,89000,No,282000,Yes,M,Masters,Unknown,15,Commercial,6000,7,Pickup,no,No,3,0,16,Highly Urban/ Urban,0,1
299673154,0,22-Feb-63,36,0,11,101000,No,300000,Yes,F,Masters,Unknown,18,Commercial,36970,9,Panel Truck,no,No,6,0,18,Highly Urban/ Urban,0,1
457973804,0,18-Aug-46,53,0,16,21000,No,,Yes,M,Bachelors,Student,28,Commercial,8860,4,Pickup,no,No,2,0,9,Highly Urban/ Urban,0,1
711018126,0,9-May-63,36,2,12,3000,Yes,,No,M,Below High School,Student,49,Private,15340,1,Minivan,no,No,0,0,6,Highly Rural/ Rural,0,1
655374127,0,6-Dec-49,49,0,13,36000,No,150000,No,F,High School,Clerical,46,Private,11280,1,SUV,no,No,0,0,6,Highly Rural/ Rural,0,1
148236937,0,14-Apr-44,55,0,10,,No,,No,F,Doctors,Home Maker,61,Private,17720,1,Minivan,no,No,0,3848,15,Highly Urban/ Urban,1,0.162
851781448,0,31-Dec-55,43,3,0,0,No,,Yes,F,High School,Student,24,Commercial,5800,13,Sports Car,no,No,6,1452,1,Highly Urban/ Urban,2,1
40478781,1,25-Nov-60,38,1,8,41000,No,154000,Yes,F,Bachelors,Clerical,29,Private,20690,17,SUV,no,No,4,0,11,Highly Rural/ Rural,0,1
460636426,0,6-Jun-39,60,0,17,38000,No,137000,Yes,F,High School,Blue Collar,47,Commercial,5340,6,SUV,no,No,3,3318,1,Highly Urban/ Urban,7,0.309
833422820,0,30-Nov-45,53,0,12,45000,No,182000,Yes,M,Bachelors,Professional,39,Commercial,21980,1,Van,no,No,0,0,11,Highly Urban/ Urban,0,0.582
380033719,0,25-Aug-61,38,0,11,,No,,No,M,High School,Blue Collar,5,Commercial,17380,6,Van,yes,No,1,4542,1,Highly Rural/ Rural,6,1
983800811,0,13-May-51,48,0,13,76000,No,,Yes,M,Masters,Professional,26,Commercial,28210,4,Panel Truck,yes,No,0,0,10,Highly Urban/ Urban,0,1
143417539,0,6-Jun-47,52,0,14,84000,No,269000,Yes,M,Doctors,Doctor,53,Private,15110,4,Minivan,yes,No,0,0,,Highly Urban/ Urban,0,0.708
36324415,0,23-Dec-46,52,0,13,146000,No,437000,Yes,M,Masters,Unknown,19,Commercial,18630,14,Van,no,No,2,0,15,Highly Urban/ Urban,0,1
708767803,0,4-Nov-46,53,0,0,0,No,,No,M,High School,Student,47,Commercial,30050,14,Panel Truck,yes,No,0,0,1,Highly Rural/ Rural,0,0.501
46601637,0,13-Nov-55,44,0,10,72000,No,224000,No,F,Bachelors,Blue Collar,41,Commercial,13110,4,SUV,no,No,0,0,7,Highly Rural/ Rural,0,1
950870120,0,11-Nov-41,58,0,,61000,No,206000,Yes,M,Bachelors,Professional,39,Commercial,30050,3,Panel Truck,yes,No,1,0,4,Highly Rural/ Rural,0,0.555
687551495,0,24-Jun-64,35,3,11,82000,No,232000,Yes,F,Bachelors,Professional,71,Private,32210,1,SUV,no,No,0,0,6,Highly Rural/ Rural,0,0.786
333567382,0,27-Apr-48,51,0,8,,No,167000,Yes,M,Bachelors,Manager,36,Commercial,8100,3,Pickup,yes,No,0,0,17,Highly Urban/ Urban,0,1
385591442,0,5-Oct-45,54,0,0,0,No,110000,Yes,F,Masters,Home Maker,55,Private,6900,6,SUV,no,No,0,0,12,Highly Urban/ Urban,0,0.201
21872625,0,29-Nov-25,73,3,,117000,No,362000,Yes,M,Doctors,Doctor,5,Private,19540,14,Minivan,no,No,0,0,21,Highly Urban/ Urban,0,1
353160051,0,3-Jan-53,46,0,15,36000,No,,No,M,High School,Clerical,44,Private,18410,9,Van,no,No,0,0,5,Highly Rural/ Rural,0,1
291000409,0,9-Jul-48,51,0,12,222000,No,552000,Yes,F,Doctors,Doctor,23,Private,43510,1,SUV,no,No,2,0,16,Highly Urban/ Urban,0,1
432497940,0,13-Aug-64,35,1,13,22000,Yes,,No,F,High School,Clerical,10,Private,14360,4,SUV,no,No,1,8748,1,Highly Urban/ Urban,4,0.699
397105130,1,2-Apr-63,36,2,14,113000,No,324000,Yes,M,Bachelors,Blue Collar,22,Commercial,4560,7,Pickup,yes,No,1,0,14,Highly Urban/ Urban,0,1
137130471,0,19-Sep-68,31,1,13,39000,No,116000,Yes,F,High School,Professional,60,Private,10260,4,SUV,no,No,0,0,1,Highly Rural/ Rural,0,1
176836967,0,1-May-52,47,0,13,63000,No,182000,Yes,M,High School,Clerical,28,Private,14460,10,Minivan,no,No,0,0,,Highly Urban/ Urban,0,1
197692132,0,27-Mar-50,49,0,12,30000,No,113000,No,M,Doctors,Doctor,49,Private,17070,4,Minivan,no,No,0,0,15,Highly Urban/ Urban,0,1
994354180,0,9-Aug-60,39,0,9,,No,119000,Yes,M,High School,Blue Collar,67,Commercial,1500,6,Minivan,yes,No,1,0,8,Highly Rural/ Rural,0,1
290705511,2,16-Jan-38,61,2,13,49000,No,208000,Yes,F,High School,Blue Collar,49,Commercial,12470,4,Sports Car,no,No,5,0,1,Highly Rural/ Rural,0,0.135
264990259,0,3-Sep-42,57,1,14,19000,No,183000,Yes,F,Masters,Home Maker,68,Private,9080,1,Sports Car,no,No,4,3965,14,Highly Rural/ Rural,3,0.945
865856699,0,25-Feb-36,63,1,12,33000,Yes,,No,F,Masters,Manager,48,Private,20490,7,Sports Car,no,No,0,0,13,Highly Urban/ Urban,0,1
252778951,0,26-Feb-47,52,0,12,54000,No,192000,No,M,High School,Blue Collar,26,Commercial,28200,6,Panel Truck,yes,No,5,0,,Highly Urban/ Urban,0,0.855
959909655,0,30-Apr-53,46,0,11,51000,No,199000,Yes,F,High School,Clerical,17,Commercial,18920,11,Pickup,no,No,1,0,8,Highly Urban/ Urban,0,0.789
195844612,0,27-Jul-63,36,0,11,0,No,,Yes,M,High School,Student,33,Commercial,10510,6,Pickup,yes,Yes,7,3535,12,Highly Urban/ Urban,2,1
877178697,0,19-Jan-59,40,0,6,38000,No,128000,Yes,F,High School,Home Maker,42,Private,5500,1,Sports Car,no,No,0,0,1,Highly Rural/ Rural,0,1
901132167,0,11-Jan-56,43,3,15,39000,No,117000,Yes,M,High School,Blue Collar,41,Commercial,9740,1,Minivan,yes,No,3,0,6,Highly Urban/ Urban,0,1
341162899,0,2-May-56,43,0,0,0,No,,No,M,High School,Student,14,Commercial,5790,6,Pickup,yes,No,0,0,1,Highly Urban/ Urban,0,0.768
890357692,0,24-Jun-55,44,0,11,135000,No,336000,No,F,Masters,Lawyer,28,Private,30660,9,Minivan,no,No,0,0,20,Highly Urban/ Urban,0,1
606036369,0,6-Sep-47,52,0,9,151000,No,415000,Yes,M,Masters,Manager,29,Private,23490,10,Minivan,yes,No,0,0,,Highly Urban/ Urban,0,1
624914462,0,30-May-72,27,0,9,81000,No,,No,F,Bachelors,Blue Collar,39,Commercial,25720,10,Pickup,no,No,3,0,13,Highly Urban/ Urban,0,1
779848572,0,3-Sep-44,55,0,12,26000,No,,No,M,Below High School,Blue Collar,40,Private,5220,7,Pickup,yes,No,2,1646,6,Highly Urban/ Urban,5,0.75
113286747,0,11-Mar-46,53,0,13,98000,No,301000,Yes,M,Masters,Unknown,55,Commercial,25350,13,Panel Truck,yes,No,0,0,19,Highly Urban/ Urban,0,1
346258674,0,24-Jul-68,31,1,0,0,No,,Yes,F,High School,Student,46,Private,2480,1,Sports Car,no,No,0,0,1,Highly Urban/ Urban,0,1
